date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-10-20,0,0,0,0,2019-10,0.0
2019-10-21,0,0,0,0,2019-10,0.0
2019-10-22,0,0,0,0,2019-10,0.0
2019-10-23,0,0,0,0,2019-10,0.0
2019-10-24,53,7,47,354,2019-10,12701.820000000003
2019-10-25,63,3,63,780,2019-10,257.26
2019-10-26,0,0,0,0,2019-10,0.0
2019-10-27,15,1,15,153,2019-10,44.60999999999999
2019-10-28,27,2,26,241,2019-10,46.190000000000005
2019-10-29,72,4,67,558,2019-10,251.82
2019-10-30,22,1,22,203,2019-10,80.48000000000002
2019-10-31,87,5,83,747,2019-10,238.82
2019-11-01,81,3,75,329,2019-11,156.54999999999998
2019-11-02,0,0,0,0,2019-11,0.0
2019-11-03,0,0,0,0,2019-11,0.0
2019-11-04,31,1,31,161,2019-11,88.75000000000001
2019-11-05,60,3,59,532,2019-11,163.84
2019-11-06,54,2,53,474,2019-11,183.61999999999998
2019-11-07,161,7,132,985,2019-11,388.03999999999996
2019-11-08,117,6,106,1012,2019-11,325.48999999999995
2019-11-09,0,0,0,0,2019-11,0.0
2019-11-10,17,1,17,69,2019-11,34.260000000000005
2019-11-11,80,3,68,757,2019-11,235.94000000000003
2019-11-12,39,2,37,400,2019-11,150.70999999999995
2019-11-13,24,2,24,283,2019-11,101.81
2019-11-14,150,5,134,1207,2019-11,497.51
2019-11-15,44,3,41,384,2019-11,167.77
2019-11-16,0,0,0,0,2019-11,0.0
2019-11-17,39,2,39,268,2019-11,172.21999999999997
2019-11-18,16,1,16,173,2019-11,35.39
2019-11-19,41,2,37,294,2019-11,179.62
2019-11-20,28,2,26,173,2019-11,76.09
2019-11-21,140,3,136,744,2019-11,532.55
2019-11-22,56,4,50,529,2019-11,158.45
2019-11-23,0,0,0,0,2019-11,0.0
2019-11-24,0,0,0,0,2019-11,0.0
2019-11-25,41,5,22,283,2019-11,195.45999999999998
2019-11-26,37,2,34,310,2019-11,132.69
2019-11-27,143,7,125,1324,2019-11,440.2
2019-11-28,32,2,30,315,2019-11,102.43
2019-11-29,78,5,71,654,2019-11,228.77
2019-11-30,0,0,0,0,2019-11,0.0
