date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-10-11,23,1,23,172,2019-10,82.21000000000001
2019-10-12,0,0,0,0,2019-10,0.0
2019-10-13,0,0,0,0,2019-10,0.0
2019-10-14,22,1,22,190,2019-10,73.69
2019-10-15,0,0,0,0,2019-10,0.0
2019-10-16,0,0,0,0,2019-10,0.0
2019-10-17,0,0,0,0,2019-10,0.0
2019-10-18,13,1,13,121,2019-10,59.25
2019-10-19,0,0,0,0,2019-10,0.0
2019-10-20,0,0,0,0,2019-10,0.0
2019-10-21,3,2,3,1,2019-10,15.85
2019-10-22,0,0,0,0,2019-10,0.0
2019-10-23,33,1,33,209,2019-10,220.35999999999999
2019-10-24,0,0,0,0,2019-10,0.0
2019-10-25,27,1,27,147,2019-10,136.44
2019-10-26,0,0,0,0,2019-10,0.0
2019-10-27,22,1,22,259,2019-10,43.330000000000005
2019-10-28,24,1,24,124,2019-10,164.2
2019-10-29,0,0,0,0,2019-10,0.0
2019-10-30,0,0,0,0,2019-10,0.0
2019-10-31,0,0,0,0,2019-10,0.0
2019-11-01,72,2,71,600,2019-11,240.13000000000002
2019-11-02,0,0,0,0,2019-11,0.0
2019-11-03,0,0,0,0,2019-11,0.0
2019-11-04,24,2,23,202,2019-11,80.11999999999999
2019-11-05,28,2,27,212,2019-11,106.48
2019-11-06,0,0,0,0,2019-11,0.0
2019-11-07,1,1,1,1,2019-11,19.95
2019-11-08,0,0,0,0,2019-11,0.0
2019-11-09,0,0,0,0,2019-11,0.0
2019-11-10,0,0,0,0,2019-11,0.0
2019-11-11,0,0,0,0,2019-11,0.0
2019-11-12,0,0,0,0,2019-11,0.0
2019-11-13,0,0,0,0,2019-11,0.0
2019-11-14,62,2,61,520,2019-11,249.99999999999997
2019-11-15,17,1,17,171,2019-11,87.74
2019-11-16,0,0,0,0,2019-11,0.0
2019-11-17,15,1,15,110,2019-11,59.88
2019-11-18,0,0,0,0,2019-11,0.0
2019-11-19,21,1,21,185,2019-11,55.4
2019-11-20,0,0,0,0,2019-11,0.0
2019-11-21,1,1,1,0,2019-11,2.55
2019-11-22,0,0,0,0,2019-11,0.0
2019-11-23,0,0,0,0,2019-11,0.0
2019-11-24,0,0,0,0,2019-11,0.0
2019-11-25,3,1,3,6,2019-11,21.95
2019-11-26,5,1,5,21,2019-11,61.9
2019-11-27,0,0,0,0,2019-11,0.0
2019-11-28,0,0,0,0,2019-11,0.0
2019-11-29,31,2,31,274,2019-11,42.56000000000001
2019-11-30,0,0,0,0,2019-11,0.0
