date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-09-20,52,2,51,467,2019-09,172.74999999999997
2019-09-21,0,0,0,0,2019-09,0.0
2019-09-22,16,1,16,106,2019-09,85.94
2019-09-23,0,0,0,0,2019-09,0.0
2019-09-24,19,1,19,218,2019-09,43.800000000000004
2019-09-25,0,0,0,0,2019-09,0.0
2019-09-26,0,0,0,0,2019-09,0.0
2019-09-27,0,0,0,0,2019-09,0.0
2019-09-28,0,0,0,0,2019-09,0.0
2019-09-29,0,0,0,0,2019-09,0.0
2019-09-30,1,1,1,3,2019-09,9.95
2019-10-01,1,1,1,3,2019-10,1.25
2019-10-02,0,0,0,0,2019-10,0.0
2019-10-03,0,0,0,0,2019-10,0.0
2019-10-04,22,1,22,131,2019-10,123.08
2019-10-05,0,0,0,0,2019-10,0.0
2019-10-06,0,0,0,0,2019-10,0.0
2019-10-07,0,0,0,0,2019-10,0.0
2019-10-08,0,0,0,0,2019-10,0.0
2019-10-09,0,0,0,0,2019-10,0.0
2019-10-10,0,0,0,0,2019-10,0.0
2019-10-11,15,1,15,200,2019-10,109.23000000000002
2019-10-12,0,0,0,0,2019-10,0.0
2019-10-13,0,0,0,0,2019-10,0.0
2019-10-14,15,1,15,42,2019-10,109.23
2019-10-15,41,1,41,453,2019-10,98.77
2019-10-16,12,1,12,113,2019-10,55.57000000000001
2019-10-17,54,1,54,182,2019-10,141.39999999999995
2019-10-18,0,0,0,0,2019-10,0.0
2019-10-19,0,0,0,0,2019-10,0.0
2019-10-20,0,0,0,0,2019-10,0.0
2019-10-21,24,1,24,158,2019-10,90.99000000000001
2019-10-22,0,0,0,0,2019-10,0.0
2019-10-23,22,1,22,194,2019-10,130.94
2019-10-24,0,0,0,0,2019-10,0.0
2019-10-25,0,0,0,0,2019-10,0.0
2019-10-26,0,0,0,0,2019-10,0.0
2019-10-27,116,1,116,1048,2019-10,377.75
2019-10-28,0,0,0,0,2019-10,0.0
2019-10-29,0,0,0,0,2019-10,0.0
2019-10-30,0,0,0,0,2019-10,0.0
2019-10-31,19,1,19,136,2019-10,78.02
2019-11-01,63,1,55,285,2019-11,213.48999999999995
2019-11-02,0,0,0,0,2019-11,0.0
2019-11-03,0,0,0,0,2019-11,0.0
2019-11-04,9,2,9,21,2019-11,68.44
2019-11-05,24,1,24,195,2019-11,104.4
2019-11-06,0,0,0,0,2019-11,0.0
2019-11-07,46,3,45,382,2019-11,168.89999999999992
2019-11-08,0,0,0,0,2019-11,0.0
2019-11-09,0,0,0,0,2019-11,0.0
2019-11-10,0,0,0,0,2019-11,0.0
2019-11-11,0,0,0,0,2019-11,0.0
2019-11-12,0,0,0,0,2019-11,0.0
2019-11-13,0,0,0,0,2019-11,0.0
2019-11-14,47,2,47,398,2019-11,172.95
2019-11-15,0,0,0,0,2019-11,0.0
2019-11-16,0,0,0,0,2019-11,0.0
2019-11-17,39,2,37,368,2019-11,157.84999999999997
2019-11-18,22,1,22,181,2019-11,106.81999999999998
2019-11-19,0,0,0,0,2019-11,0.0
2019-11-20,4,1,4,60,2019-11,12.7
2019-11-21,9,1,9,65,2019-11,48.34
2019-11-22,0,0,0,0,2019-11,0.0
2019-11-23,0,0,0,0,2019-11,0.0
2019-11-24,0,0,0,0,2019-11,0.0
2019-11-25,0,0,0,0,2019-11,0.0
2019-11-26,31,1,31,117,2019-11,69.03
2019-11-27,0,0,0,0,2019-11,0.0
2019-11-28,0,0,0,0,2019-11,0.0
2019-11-29,0,0,0,0,2019-11,0.0
2019-11-30,0,0,0,0,2019-11,0.0
